"superkingdom"	"phylum"	"class"	"order"	"family"	"genus"	"species"	"rank.level"	"dummy.id"
"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Stakelama"	"Stakelama sediminis"	"Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Stakelama;Stakelama sediminis"	"EZ_11578"
"Bacteria"	"Cyanobacteria"	"c__Cyanobacteria"	"Pleurocapsales"	"Dermocarpellaceae"	"Stanieria"	"Stanieria cyanosphaera"	"Bacteria;Cyanobacteria;c__Cyanobacteria;Pleurocapsales;Dermocarpellaceae;Stanieria;Stanieria cyanosphaera"	"EZ_11579"
"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Staphylococcaceae"	"Staphylococcus"	"Staphylococcus agnetis"	"Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus agnetis"	"EZ_11580"
"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Staphylococcaceae"	"Staphylococcus"	"Staphylococcus argenteus"	"Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus argenteus"	"EZ_11581"
"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Staphylococcaceae"	"Staphylococcus"	"Staphylococcus arlettae"	"Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus arlettae"	"EZ_11582"
"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Staphylococcaceae"	"Staphylococcus"	"Staphylococcus auricularis"	"Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus auricularis"	"EZ_11583"
"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Staphylococcaceae"	"Staphylococcus"	"Staphylococcus caprae"	"Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus caprae"	"EZ_11584"
"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Staphylococcaceae"	"Staphylococcus"	"Staphylococcus chromogenes"	"Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus chromogenes"	"EZ_11585"
"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Staphylococcaceae"	"Staphylococcus"	"Staphylococcus condimenti"	"Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus condimenti"	"EZ_11586"
"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Staphylococcaceae"	"Staphylococcus"	"Staphylococcus delphini"	"Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus delphini"	"EZ_11587"
"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Staphylococcaceae"	"Staphylococcus"	"Staphylococcus devriesei"	"Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus devriesei"	"EZ_11588"
"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Staphylococcaceae"	"Staphylococcus"	"Staphylococcus epidermidis"	"Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus epidermidis"	"EZ_11589"
"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Staphylococcaceae"	"Staphylococcus"	"Staphylococcus felis"	"Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus felis"	"EZ_11590"
"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Staphylococcaceae"	"Staphylococcus"	"Staphylococcus gallinarum"	"Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus gallinarum"	"EZ_11591"
"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Staphylococcaceae"	"Staphylococcus"	"Staphylococcus haemolyticus"	"Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus haemolyticus"	"EZ_11592"
"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Staphylococcaceae"	"Staphylococcus"	"Staphylococcus hyicus"	"Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus hyicus"	"EZ_11593"
"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Staphylococcaceae"	"Staphylococcus"	"Staphylococcus intermedius"	"Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus intermedius"	"EZ_11594"
"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Staphylococcaceae"	"Staphylococcus"	"Staphylococcus kloosii"	"Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus kloosii"	"EZ_11595"
"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Staphylococcaceae"	"Staphylococcus"	"Staphylococcus lugdunensis"	"Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus lugdunensis"	"EZ_11596"
"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Staphylococcaceae"	"Staphylococcus"	"Staphylococcus lutrae"	"Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus lutrae"	"EZ_11597"
"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Staphylococcaceae"	"Staphylococcus"	"Staphylococcus massiliensis"	"Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus massiliensis"	"EZ_11598"
"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Staphylococcaceae"	"Staphylococcus"	"Staphylococcus microti"	"Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus microti"	"EZ_11599"
"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Staphylococcaceae"	"Staphylococcus"	"Staphylococcus muscae"	"Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus muscae"	"EZ_11600"
"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Staphylococcaceae"	"Staphylococcus"	"Staphylococcus nepalensis"	"Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus nepalensis"	"EZ_11601"
"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Staphylococcaceae"	"Staphylococcus"	"Staphylococcus pasteuri"	"Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus pasteuri"	"EZ_11602"
"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Staphylococcaceae"	"Staphylococcus"	"Staphylococcus pettenkoferi"	"Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus pettenkoferi"	"EZ_11603"
"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Staphylococcaceae"	"Staphylococcus"	"Staphylococcus piscifermentans"	"Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus piscifermentans"	"EZ_11604"
"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Staphylococcaceae"	"Staphylococcus"	"Staphylococcus pseudintermedius"	"Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus pseudintermedius"	"EZ_11605"
"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Staphylococcaceae"	"Staphylococcus"	"Staphylococcus rostri"	"Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus rostri"	"EZ_11606"
"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Staphylococcaceae"	"Staphylococcus"	"Staphylococcus saccharolyticus"	"Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus saccharolyticus"	"EZ_11607"
"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Staphylococcaceae"	"Staphylococcus"	"Staphylococcus schweitzeri"	"Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus schweitzeri"	"EZ_11608"
"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Staphylococcaceae"	"Staphylococcus"	"Staphylococcus simiae"	"Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus simiae"	"EZ_11609"
"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Staphylococcaceae"	"Staphylococcus"	"Staphylococcus simulans"	"Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus simulans"	"EZ_11610"
"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Staphylococcaceae"	"Staphylococcus"	"Staphylococcus warneri"	"Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus warneri"	"EZ_11611"
"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Staphylococcaceae"	"Staphylococcus"	"Staphylococcus xylosus"	"Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus xylosus"	"EZ_11612"
"Archaea"	"Crenarchaeota"	"Thermoprotei"	"Desulfurococcales"	"Desulfurococcaceae"	"Staphylothermus"	"Staphylothermus hellenicus"	"Archaea;Crenarchaeota;Thermoprotei;Desulfurococcales;Desulfurococcaceae;Staphylothermus;Staphylothermus hellenicus"	"EZ_11613"
"Archaea"	"Crenarchaeota"	"Thermoprotei"	"Desulfurococcales"	"Desulfurococcaceae"	"Staphylothermus"	"Staphylothermus marinus"	"Archaea;Crenarchaeota;Thermoprotei;Desulfurococcales;Desulfurococcaceae;Staphylothermus;Staphylothermus marinus"	"EZ_11614"
"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Stappiaceae"	"Stappia"	"Stappia indica"	"Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Stappiaceae;Stappia;Stappia indica"	"EZ_11615"
"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Stappiaceae"	"Stappia"	"Stappia stellulata"	"Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Stappiaceae;Stappia;Stappia stellulata"	"EZ_11616"
"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Stappiaceae"	"Stappia"	"Stappia taiwanensis"	"Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Stappiaceae;Stappia;Stappia taiwanensis"	"EZ_11617"
"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Xanthobacteraceae"	"Starkeya"	"Starkeya koreensis"	"Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Xanthobacteraceae;Starkeya;Starkeya koreensis"	"EZ_11618"
"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Xanthobacteraceae"	"Starkeya"	"Starkeya novella"	"Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Xanthobacteraceae;Starkeya;Starkeya novella"	"EZ_11619"
"Bacteria"	"Cyanobacteria"	"c__Cyanobacteria"	"Oscillatoriales"	"Gomontiellaceae"	"Starria"	"Starria zimbabweensis"	"Bacteria;Cyanobacteria;c__Cyanobacteria;Oscillatoriales;Gomontiellaceae;Starria;Starria zimbabweensis"	"EZ_11620"
"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Stellaceae"	"Stella"	"Stella humosa"	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Stellaceae;Stella;Stella humosa"	"EZ_11621"
"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Stellaceae"	"Stella"	"Stella vacuolata"	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Stellaceae;Stella;Stella vacuolata"	"EZ_11622"
"Bacteria"	"Acidobacteria"	"Blastocatellia"	"Blastocatellales"	"Blastocatellaceae"	"Stenotrophobacter"	"Stenotrophobacter namibiensis"	"Bacteria;Acidobacteria;Blastocatellia;Blastocatellales;Blastocatellaceae;Stenotrophobacter;Stenotrophobacter namibiensis"	"EZ_11623"
"Bacteria"	"Acidobacteria"	"Blastocatellia"	"Blastocatellales"	"Blastocatellaceae"	"Stenotrophobacter"	"Stenotrophobacter roseus"	"Bacteria;Acidobacteria;Blastocatellia;Blastocatellales;Blastocatellaceae;Stenotrophobacter;Stenotrophobacter roseus"	"EZ_11624"
"Bacteria"	"Acidobacteria"	"Blastocatellia"	"Blastocatellales"	"Blastocatellaceae"	"Stenotrophobacter"	"Stenotrophobacter terrae"	"Bacteria;Acidobacteria;Blastocatellia;Blastocatellales;Blastocatellaceae;Stenotrophobacter;Stenotrophobacter terrae"	"EZ_11625"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"Stenotrophomonas"	"Stenotrophomonas acidaminiphila"	"Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas;Stenotrophomonas acidaminiphila"	"EZ_11626"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"Stenotrophomonas"	"Stenotrophomonas bentonitica"	"Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas;Stenotrophomonas bentonitica"	"EZ_11627"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"Stenotrophomonas"	"Stenotrophomonas chelatiphaga"	"Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas;Stenotrophomonas chelatiphaga"	"EZ_11628"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"Stenotrophomonas"	"Stenotrophomonas daejeonensis"	"Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas;Stenotrophomonas daejeonensis"	"EZ_11629"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"Stenotrophomonas"	"Stenotrophomonas ginsengisoli"	"Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas;Stenotrophomonas ginsengisoli"	"EZ_11630"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"Stenotrophomonas"	"Stenotrophomonas humi"	"Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas;Stenotrophomonas humi"	"EZ_11631"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"Stenotrophomonas"	"Stenotrophomonas koreensis"	"Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas;Stenotrophomonas koreensis"	"EZ_11632"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"Stenotrophomonas"	"Stenotrophomonas maltophilia"	"Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas;Stenotrophomonas maltophilia"	"EZ_11633"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"Stenotrophomonas"	"Stenotrophomonas nitritireducens"	"Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas;Stenotrophomonas nitritireducens"	"EZ_11634"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"Stenotrophomonas"	"Stenotrophomonas panacihumi"	"Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas;Stenotrophomonas panacihumi"	"EZ_11635"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"Stenotrophomonas"	"Stenotrophomonas pavanii"	"Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas;Stenotrophomonas pavanii"	"EZ_11636"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"Stenotrophomonas"	"Stenotrophomonas pictorum"	"Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas;Stenotrophomonas pictorum"	"EZ_11637"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"Stenotrophomonas"	"Stenotrophomonas rhizophila"	"Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas;Stenotrophomonas rhizophila"	"EZ_11638"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"Stenotrophomonas"	"Stenotrophomonas terrae"	"Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas;Stenotrophomonas terrae"	"EZ_11639"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"Stenotrophomonas"	"Stenotrophomonas tumulicola"	"Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas;Stenotrophomonas tumulicola"	"EZ_11640"
"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Stenoxybacter"	"Stenoxybacter acetivorans"	"Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Stenoxybacter;Stenoxybacter acetivorans"	"EZ_11641"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Nevskiales"	"Steroidobacteraceae"	"Steroidobacter"	"Steroidobacter agariperforans"	"Bacteria;Proteobacteria;Gammaproteobacteria;Nevskiales;Steroidobacteraceae;Steroidobacter;Steroidobacter agariperforans"	"EZ_11642"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Nevskiales"	"Steroidobacteraceae"	"Steroidobacter"	"Steroidobacter denitrificans"	"Bacteria;Proteobacteria;Gammaproteobacteria;Nevskiales;Steroidobacteraceae;Steroidobacter;Steroidobacter denitrificans"	"EZ_11643"
"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Nitrosomonadales"	"Sterolibacteriaceae"	"Sterolibacterium"	"Sterolibacterium denitrificans"	"Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Sterolibacteriaceae;Sterolibacterium;Sterolibacterium denitrificans"	"EZ_11644"
"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Myxococcales"	"Archangiaceae"	"Stigmatella"	"Stigmatella aurantiaca"	"Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Archangiaceae;Stigmatella;Stigmatella aurantiaca"	"EZ_11645"
"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Myxococcales"	"Archangiaceae"	"Stigmatella"	"Stigmatella erecta"	"Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Archangiaceae;Stigmatella;Stigmatella erecta"	"EZ_11646"
"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Myxococcales"	"Archangiaceae"	"Stigmatella"	"Stigmatella hybrida"	"Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Archangiaceae;Stigmatella;Stigmatella hybrida"	"EZ_11647"
"Bacteria"	"Cyanobacteria"	"c__Cyanobacteria"	"Nostocales"	"Stigonemataceae"	"Stigonema"	"Stigonema ocellatum"	"Bacteria;Cyanobacteria;c__Cyanobacteria;Nostocales;Stigonemataceae;Stigonema;Stigonema ocellatum"	"EZ_11648"
"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Lachnospiraceae"	"Stomatobaculum"	"Stomatobaculum longum"	"Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Stomatobaculum;Stomatobaculum longum"	"EZ_11649"
"Bacteria"	"Actinobacteria"	"Actinomycetia"	"Streptomycetales"	"Streptomycetaceae"	"Streptacidiphilus"	"Streptacidiphilus albus"	"Bacteria;Actinobacteria;Actinomycetia;Streptomycetales;Streptomycetaceae;Streptacidiphilus;Streptacidiphilus albus"	"EZ_11650"
"Bacteria"	"Actinobacteria"	"Actinomycetia"	"Streptomycetales"	"Streptomycetaceae"	"Streptacidiphilus"	"Streptacidiphilus anmyonensis"	"Bacteria;Actinobacteria;Actinomycetia;Streptomycetales;Streptomycetaceae;Streptacidiphilus;Streptacidiphilus anmyonensis"	"EZ_11651"
"Bacteria"	"Actinobacteria"	"Actinomycetia"	"Streptomycetales"	"Streptomycetaceae"	"Streptacidiphilus"	"Streptacidiphilus carbonis"	"Bacteria;Actinobacteria;Actinomycetia;Streptomycetales;Streptomycetaceae;Streptacidiphilus;Streptacidiphilus carbonis"	"EZ_11652"
"Bacteria"	"Actinobacteria"	"Actinomycetia"	"Streptomycetales"	"Streptomycetaceae"	"Streptacidiphilus"	"Streptacidiphilus durhamensis"	"Bacteria;Actinobacteria;Actinomycetia;Streptomycetales;Streptomycetaceae;Streptacidiphilus;Streptacidiphilus durhamensis"	"EZ_11653"
"Bacteria"	"Actinobacteria"	"Actinomycetia"	"Streptomycetales"	"Streptomycetaceae"	"Streptacidiphilus"	"Streptacidiphilus hamsterleyensis"	"Bacteria;Actinobacteria;Actinomycetia;Streptomycetales;Streptomycetaceae;Streptacidiphilus;Streptacidiphilus hamsterleyensis"	"EZ_11654"
"Bacteria"	"Actinobacteria"	"Actinomycetia"	"Streptomycetales"	"Streptomycetaceae"	"Streptacidiphilus"	"Streptacidiphilus jiangxiensis"	"Bacteria;Actinobacteria;Actinomycetia;Streptomycetales;Streptomycetaceae;Streptacidiphilus;Streptacidiphilus jiangxiensis"	"EZ_11655"
"Bacteria"	"Actinobacteria"	"Actinomycetia"	"Streptomycetales"	"Streptomycetaceae"	"Streptacidiphilus"	"Streptacidiphilus melanogenes"	"Bacteria;Actinobacteria;Actinomycetia;Streptomycetales;Streptomycetaceae;Streptacidiphilus;Streptacidiphilus melanogenes"	"EZ_11656"
"Bacteria"	"Actinobacteria"	"Actinomycetia"	"Streptomycetales"	"Streptomycetaceae"	"Streptacidiphilus"	"Streptacidiphilus neutrinimicus"	"Bacteria;Actinobacteria;Actinomycetia;Streptomycetales;Streptomycetaceae;Streptacidiphilus;Streptacidiphilus neutrinimicus"	"EZ_11657"
"Bacteria"	"Actinobacteria"	"Actinomycetia"	"Streptomycetales"	"Streptomycetaceae"	"Streptacidiphilus"	"Streptacidiphilus oryzae"	"Bacteria;Actinobacteria;Actinomycetia;Streptomycetales;Streptomycetaceae;Streptacidiphilus;Streptacidiphilus oryzae"	"EZ_11658"
"Bacteria"	"Actinobacteria"	"Actinomycetia"	"Streptomycetales"	"Streptomycetaceae"	"Streptacidiphilus"	"Streptacidiphilus rugosus"	"Bacteria;Actinobacteria;Actinomycetia;Streptomycetales;Streptomycetaceae;Streptacidiphilus;Streptacidiphilus rugosus"	"EZ_11659"
"Bacteria"	"Actinobacteria"	"Actinomycetia"	"Streptomycetales"	"Streptomycetaceae"	"Streptacidiphilus"	"Streptacidiphilus torunensis"	"Bacteria;Actinobacteria;Actinomycetia;Streptomycetales;Streptomycetaceae;Streptacidiphilus;Streptacidiphilus torunensis"	"EZ_11660"
"Bacteria"	"Actinobacteria"	"Actinomycetia"	"Pseudonocardiales"	"Pseudonocardiaceae"	"Streptoalloteichus"	"Streptoalloteichus hindustanus"	"Bacteria;Actinobacteria;Actinomycetia;Pseudonocardiales;Pseudonocardiaceae;Streptoalloteichus;Streptoalloteichus hindustanus"	"EZ_11661"
"Bacteria"	"Actinobacteria"	"Actinomycetia"	"Pseudonocardiales"	"Pseudonocardiaceae"	"Streptoalloteichus"	"Streptoalloteichus tenebrarius"	"Bacteria;Actinobacteria;Actinomycetia;Pseudonocardiales;Pseudonocardiaceae;Streptoalloteichus;Streptoalloteichus tenebrarius"	"EZ_11662"
"Bacteria"	"Fusobacteria"	"Fusobacteriia"	"Fusobacteriales"	"Leptotrichiaceae"	"Streptobacillus"	"Streptobacillus felis"	"Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Streptobacillus;Streptobacillus felis"	"EZ_11663"
"Bacteria"	"Fusobacteria"	"Fusobacteriia"	"Fusobacteriales"	"Leptotrichiaceae"	"Streptobacillus"	"Streptobacillus hongkongensis"	"Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Streptobacillus;Streptobacillus hongkongensis"	"EZ_11664"
"Bacteria"	"Fusobacteria"	"Fusobacteriia"	"Fusobacteriales"	"Leptotrichiaceae"	"Streptobacillus"	"Streptobacillus moniliformis"	"Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Streptobacillus;Streptobacillus moniliformis"	"EZ_11665"
"Bacteria"	"Fusobacteria"	"Fusobacteriia"	"Fusobacteriales"	"Leptotrichiaceae"	"Streptobacillus"	"Streptobacillus notomytis"	"Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Streptobacillus;Streptobacillus notomytis"	"EZ_11666"
"Bacteria"	"Fusobacteria"	"Fusobacteriia"	"Fusobacteriales"	"Leptotrichiaceae"	"Streptobacillus"	"Streptobacillus ratti"	"Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Streptobacillus;Streptobacillus ratti"	"EZ_11667"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus acidominimus"	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus acidominimus"	"EZ_11668"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus agalactiae"	"EZ_11669"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus alactolyticus"	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus alactolyticus"	"EZ_11670"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus australis"	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus australis"	"EZ_11671"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus azizii"	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus azizii"	"EZ_11672"
